t,tube_x,tube_y,string_x,string_y,arm1_x,arm1_y,arm2_x,arm2_y
8.855720E0,3.655968E0,7.470012E0,2.877545E1,7.053567E0,3.609554E1,6.683164E0,4.180282E1,2.129791E1
8.889012E0,3.660006E0,7.459220E0,2.881272E1,7.016831E0,3.599271E1,6.709820E0,4.152766E1,2.139993E1
8.922305E0,3.658572E0,7.453329E0,2.855423E1,6.940956E0,3.589143E1,6.717390E0,4.128069E1,2.148111E1
8.955597E0,3.623338E0,7.401628E0,2.848050E1,6.903420E0,3.578680E1,6.743587E0,4.106888E1,2.153892E1
8.988889E0,3.621445E0,7.379995E0,2.822175E1,6.864547E0,3.571985E1,6.767237E0,4.088511E1,2.159334E1
9.022181E0,3.618678E0,7.379289E0,2.825902E1,6.827812E0,3.567432E1,6.778020E0,4.076793E1,2.165366E1
9.055473E0,3.617482E0,7.373445E0,2.836976E1,6.865616E0,3.568504E1,6.771647E0,4.075948E1,2.166107E1
9.088765E0,3.614136E0,7.375180E0,2.844376E1,6.866150E0,3.568899E1,6.769351E0,4.076232E1,2.166648E1
9.122058E0,3.612660E0,7.376383E0,2.840729E1,6.791878E0,3.569128E1,6.768614E0,4.076482E1,2.167020E1
9.155350E0,3.611008E0,7.375631E0,2.836949E1,6.902618E0,3.569470E1,6.768931E0,4.076639E1,2.167273E1
9.188642E0,3.610518E0,7.379198E0,2.837102E1,6.903068E0,3.569739E1,6.769691E0,4.076759E1,2.167441E1
9.221934E0,3.610466E0,7.379192E0,2.837062E1,6.903316E0,3.569949E1,6.768497E0,4.076746E1,2.167500E1
9.255226E0,3.612229E0,7.378518E0,2.837027E1,6.903441E0,3.570100E1,6.767884E0,4.076840E1,2.167628E1
9.288519E0,3.611880E0,7.381296E0,2.837317E1,6.904962E0,3.570222E1,6.768309E0,4.076898E1,2.167718E1
9.321811E0,3.611688E0,7.382941E0,2.837261E1,6.904574E0,3.570292E1,6.768696E0,4.076964E1,2.167805E1
9.355103E0,3.616908E0,7.378531E0,2.837532E1,6.905152E0,3.570395E1,6.767488E0,4.077269E1,2.167796E1
9.388395E0,3.615387E0,7.380755E0,2.837432E1,6.904858E0,3.570467E1,6.766689E0,4.077658E1,2.167794E1
9.421687E0,3.614049E0,7.382295E0,2.838124E1,6.909313E0,3.571114E1,6.765981E0,4.078000E1,2.167555E1
9.454979E0,3.613455E0,7.383737E0,2.838733E1,6.912911E0,3.571610E1,6.765932E0,4.080607E1,2.167683E1
9.488272E0,3.613163E0,7.384448E0,2.841190E1,6.908016E0,3.572625E1,6.764117E0,4.084405E1,2.166554E1
9.521564E0,3.612614E0,7.385291E0,2.843447E1,6.912711E0,3.573513E1,6.757479E0,4.087514E1,2.166512E1
9.554856E0,3.610695E0,7.387209E0,2.844977E1,6.917646E0,3.576079E1,6.757114E0,4.088781E1,2.165049E1
9.588148E0,3.609841E0,7.388644E0,2.846253E1,6.921985E0,3.577725E1,6.757458E0,4.093547E1,2.165669E1
9.621440E0,3.610302E0,7.388473E0,2.848500E1,6.915764E0,3.579913E1,6.758180E0,4.100301E1,2.162641E1
9.654733E0,3.610793E0,7.388231E0,2.851473E1,6.920979E0,3.581155E1,6.749389E0,4.105201E1,2.161063E1
9.688025E0,3.609308E0,7.390523E0,2.852984E1,6.925634E0,3.583731E1,6.749791E0,4.108052E1,2.160161E1
9.721317E0,3.609224E0,7.390181E0,2.854528E1,6.930385E0,3.584939E1,6.752465E0,4.111383E1,2.158894E1
9.754609E0,3.609589E0,7.392438E0,2.855974E1,6.921772E0,3.586235E1,6.752815E0,4.113988E1,2.158590E1
9.787901E0,3.610121E0,7.391572E0,2.858762E1,6.927927E0,3.587728E1,6.753707E0,4.118692E1,2.157595E1
9.821193E0,3.608521E0,7.393204E0,2.861287E1,6.938912E0,3.589808E1,6.743272E0,4.128193E1,2.155501E1
9.854486E0,3.609393E0,7.392051E0,2.864056E1,6.924169E0,3.592807E1,6.743382E0,4.133057E1,2.152414E1
9.887778E0,3.609384E0,7.393365E0,2.866835E1,6.931891E0,3.593668E1,6.743732E0,4.136284E1,2.152619E1
9.921070E0,3.611098E0,7.392210E0,2.868635E1,6.938006E0,3.595649E1,6.746861E0,4.140905E1,2.150804E1
9.954362E0,3.608702E0,7.393448E0,2.870810E1,6.927628E0,3.597127E1,6.737024E0,4.148887E1,2.148292E1
9.987654E0,3.608362E0,7.394207E0,2.874010E1,6.932474E0,3.599656E1,6.737946E0,4.154693E1,2.147239E1
1.002095E1,3.606579E0,7.396096E0,2.876094E1,6.936658E0,3.601595E1,6.744104E0,4.158563E1,2.145593E1
1.005424E1,3.606413E0,7.395920E0,2.878148E1,6.925285E0,3.601357E1,6.748541E0,4.160717E1,2.145341E1
1.008753E1,3.607685E0,7.395451E0,2.881134E1,6.929552E0,3.605361E1,6.733439E0,4.164183E1,2.143666E1
1.012082E1,3.607248E0,7.396461E0,2.882947E1,6.932938E0,3.608005E1,6.722904E0,4.172270E1,2.141036E1
1.015412E1,3.607883E0,7.396968E0,2.884719E1,6.936963E0,3.609620E1,6.711383E0,4.178242E1,2.138494E1
1.018741E1,3.606823E0,7.397936E0,2.886384E1,6.929042E0,3.609973E1,6.701420E0,4.181963E1,2.138207E1
1.022070E1,3.606123E0,7.399816E0,2.889062E1,6.934074E0,3.610709E1,6.689939E0,4.185299E1,2.136601E1
1.025399E1,3.607812E0,7.397938E0,2.891237E1,6.940945E0,3.614743E1,6.688334E0,4.193993E1,2.134495E1
1.028728E1,3.610289E0,7.396317E0,2.894055E1,6.931895E0,3.616304E1,6.687856E0,4.199104E1,2.132583E1
1.032058E1,3.607669E0,7.398197E0,2.897072E1,6.939201E0,3.617800E1,6.685672E0,4.203196E1,2.130329E1
1.035387E1,3.607197E0,7.400752E0,2.898093E1,6.941538E0,3.617692E1,6.688027E0,4.205456E1,2.130949E1
1.038716E1,3.608509E0,7.398660E0,2.898651E1,6.940931E0,3.618370E1,6.677648E0,4.207035E1,2.129879E1
1.042045E1,3.610846E0,7.396858E0,2.901639E1,6.930404E0,3.621915E1,6.680461E0,4.212999E1,2.129527E1
1.045374E1,3.608398E0,7.398108E0,2.904921E1,6.932757E0,3.623916E1,6.677506E0,4.220830E1,2.127284E1
1.048704E1,3.606683E0,7.398951E0,2.905208E1,6.925583E0,3.623784E1,6.677948E0,4.222702E1,2.125526E1
1.052033E1,3.604698E0,7.400680E0,2.907450E1,6.921420E0,3.625821E1,6.667612E0,4.226653E1,2.123734E1
1.055362E1,3.602407E0,7.403011E0,2.911292E1,6.926135E0,3.628798E1,6.670657E0,4.232998E1,2.121774E1
1.058691E1,3.599760E0,7.407148E0,2.913549E1,6.927697E0,3.630932E1,6.669616E0,4.240513E1,2.119122E1
1.062021E1,3.599186E0,7.410435E0,2.915726E1,6.921214E0,3.634197E1,6.659177E0,4.244047E1,2.115694E1
1.065350E1,3.598488E0,7.414217E0,2.918526E1,6.924037E0,3.636527E1,6.645282E0,4.248425E1,2.116421E1
1.068679E1,3.604460E0,7.406958E0,2.919897E1,6.922986E0,3.637981E1,6.635979E0,4.254774E1,2.113637E1
1.072008E1,3.608544E0,7.401883E0,2.920842E1,6.922488E0,3.638920E1,6.628104E0,4.257548E1,2.111730E1
1.075337E1,3.605336E0,7.404833E0,2.921993E1,6.922088E0,3.638995E1,6.630154E0,4.256346E1,2.111373E1
1.078667E1,3.607309E0,7.401401E0,2.921030E1,6.918516E0,3.638884E1,6.629675E0,4.256890E1,2.111211E1
